ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi,cluster
2.72,2.14,3.07,2.77,2.83,2.4,3.62,4,82.2,88.5,86,82.4,76.7,74.2,2,2.7,5.8,4,0,5.9,4.9,Paruh Waktu,0,Tinggi,1
3.26,2.69,2.62,2.94,2.74,2.04,2.6,3.08,98.1,94.6,88.3,99.6,89.2,84.1,0,8,6.4,7.6,2.6,3.3,3.4,Tidak Bekerja,13,Menengah,1
2.15,3.81,1.95,3.12,3.19,3.06,2.31,2.22,97.7,95.5,95.3,96.6,69.6,69.3,1,3.7,4,3.8,5.6,7.2,4.4,Paruh Waktu,0,Rendah,1
2.34,3.16,2.61,2.8,2.58,2.92,2.24,3.11,84.7,77.4,90.3,77.3,77.8,73,1,1.6,6.1,7.3,4.1,3.4,1.4,Tidak Bekerja,19,Rendah,1
2.41,2.98,2.01,2.76,2.84,2.41,2.7,2.88,90.6,86,98.3,96.6,84.7,71.7,2,4,0.5,4.6,7.8,6.6,5.2,Tidak Bekerja,11,Rendah,1
3.29,2.74,2.18,4,2.85,2.94,3.02,2.98,100,100,75.7,100,78,88.2,1,2.1,7.1,4.4,2.7,7.4,7.9,Paruh Waktu,0,Menengah,1
3.54,2.6,3.78,3.06,2.88,2.75,2.74,2.41,74.3,81.4,96.9,71,98.4,86.4,3,6.6,6.7,6.9,5,5.1,6.8,Tidak Bekerja,12,Rendah,1
2.48,2.53,3.29,2.28,2.8,2.12,3.13,2.48,85.5,87.2,60.4,72,88.6,95.1,0,5.9,5.3,9.8,6,2.9,7,Paruh Waktu,0,Rendah,1
2.52,2.02,3.03,2.13,2.45,2.48,3.25,2.71,60.6,76,69.4,90,73.2,78.9,1,4.9,6.3,2.7,6.7,3.6,6.6,Paruh Waktu,0,Rendah,1
3.21,2.94,2.53,1.85,2.43,2.12,3.43,2.55,88,81.6,89.3,92.2,100,80.4,3,7.1,5.6,3.8,4,5.9,4.4,Penuh Waktu,44,Rendah,0
2.13,3.08,2.95,2.23,2.89,3.02,3.26,1.86,91.5,99.1,100,72.7,83.5,84.5,1,6.4,4.7,3.6,5.4,4.3,6.1,Paruh Waktu,0,Rendah,1
3.66,2.71,3.28,2.41,3,2.46,3.38,3.31,100,82.7,100,90.1,85.8,88.4,1,8.4,4.7,4.8,0.9,4.7,5.5,Paruh Waktu,0,Rendah,1
3.46,2.01,3.14,3.19,3.98,3.27,3.23,2.93,85,93.5,97.5,86.7,97.9,100,0,5.1,5.2,4.8,5.3,7.4,5.2,Paruh Waktu,0,Menengah,1
2.97,3.36,2.69,2.06,3.28,3.47,3.2,2.67,95.4,100,86.2,71.9,79.1,91.3,1,1.8,5.3,5.8,8.1,7.6,6.7,Tidak Bekerja,12,Tinggi,1
2.17,1.74,2.75,2.35,4,2.67,3.4,1.97,79.7,86,75.9,80.8,82.8,82.7,2,8.7,5.8,6,6.1,6.2,4.8,Tidak Bekerja,11,Tinggi,1
3.84,2.89,3.15,1.54,3.68,2.78,2.32,2.65,91.6,95.3,84,91,82.4,89.9,1,5.4,5.6,4.4,5.8,3.3,5.4,Paruh Waktu,0,Rendah,1
2.4,2.65,2.49,2.95,2.79,3.26,2.71,2.84,100,85.2,82.1,97,75.4,98.2,0,4.5,3.3,6.8,4.5,8.6,5.2,Paruh Waktu,0,Menengah,1
2.99,1.93,2.88,3.42,2.57,2.21,2.98,2.84,100,89.4,75.6,75.1,93.6,88.6,0,4.9,5.3,5.9,5.7,2,7.4,Tidak Bekerja,17,Rendah,1
2.36,2.51,1.72,2.39,2.47,2.66,2.82,2.93,84.9,79.2,65.4,79.2,75.3,89.7,1,6.8,6.9,6.5,4.7,4,3.5,Paruh Waktu,0,Menengah,1
2.66,2.13,2.34,2.32,2.77,3.28,2.58,1.62,83.1,83.4,82.8,78.7,87.2,85.7,1,5,5.8,4.1,4,7.8,6.1,Tidak Bekerja,19,Menengah,1
3.14,2.33,1.82,2.63,3.06,3.23,2.12,3.11,96.3,91.1,89.2,83.7,80.4,92.9,2,6.2,4.3,10.1,2,4.5,3.5,Paruh Waktu,0,Menengah,1
3.03,3.25,2.69,3.24,1.73,2.22,2.83,2.91,75.9,87.6,84.75,82.2,95.2,94.1,0,3,2.9,4.2,4.9,3.7,7.1,Penuh Waktu,33,Menengah,0
3.37,2.84,3.19,2.49,2.88,1.96,3.06,2.93,72.1,100,90.7,84.5,91.6,75.2,1,3.3,4.9,3,5.9,5.2,6.5,Paruh Waktu,0,Menengah,1
2.76,2.86,2.79,2.52,2.55,2.72,3,2.79,77.1,76.6,90.1,92.6,95.7,80.1,1,1.2,5.8,3.6,4.8,5.3,6.1,Tidak Bekerja,13,Menengah,1
3.03,2.77,2.88,2.45,2.34,3.13,2.64,2.71,87.8,87.7,70.7,97.9,86.2,83,1,5.9,5.5,6.5,6.1,6.4,7.7,Paruh Waktu,0,Tinggi,1
2.63,2.51,1.88,2.92,2.82,1.99,2.98,2.5,100,79.3,80.6,76.3,97.8,81.3,1,3.6,6.4,2.2,6.3,8.6,6.1,Penuh Waktu,34,Menengah,0
3.12,2.7,2.53,2.37,1.87,3.07,3.48,2.34,72.3,78.8,87.9,79.9,79.8,84.2,0,5.2,5.7,4.4,4.4,1.2,6.9,Tidak Bekerja,16,Menengah,1
1.86,2.4,3.07,3,2.78,2.84,1.81,2.56,78.2,78.4,91,76.4,79,64.1,1,4.4,2.8,4.9,3.1,5.2,4.7,Tidak Bekerja,11,Menengah,1
3.63,4,3.59,2.64,3.01,3.09,2.92,2.25,87.3,79.9,75.3,81.9,88.2,95,2,4.5,4.8,6.6,5.1,5.8,5.2,Paruh Waktu,0,Menengah,1
3.66,3.42,3.2,3.15,3.1,3.33,2.52,2.07,85.7,76.8,74.4,77.8,100,86.4,3,5.7,2.6,1.3,3.4,7.9,5.7,Paruh Waktu,0,Tinggi,1
2.43,3.45,2.97,1.86,2.38,1.86,3.33,2.74,62.7,88.8,79.6,70.2,100,86.1,1,4.4,4.2,2,2.4,7.6,4.1,Paruh Waktu,0,Menengah,1
2.94,3.63,3.42,2.73,2.99,2.59,3.78,3.32,86.7,87,99.4,90.8,100,63.1,2,5.9,4,8.5,8.1,5.1,8.1,Tidak Bekerja,16,Menengah,1
2.57,2.79,3.45,2.76,2.78,2.93,2.4,3.18,92,99.7,94.1,95.9,78.3,93,1,8.9,3.6,8.6,3.9,3.3,5.6,Tidak Bekerja,13,Menengah,1
3.27,2.75,2.98,3.32,2.7,3.59,2.34,2.54,76,93.4,96.1,84.5,71.1,97.3,0,3.2,4.2,2.9,5.6,3.5,6.4,Tidak Bekerja,16,Menengah,1
3.03,2.95,2.89,2.94,2.89,2.72,3.51,2.09,95.2,93.2,92,96.2,84.1,66.3,1,4.9,3,3.5,2.5,4,3.8,Paruh Waktu,0,Tinggi,1
3.86,3.05,2.65,2.72,2.54,2.8,2.73,2.33,100,70.1,92.2,84,100,88.4,0,4.3,4.5,5.1,2.7,3.5,1.4,Penuh Waktu,45,Menengah,0
2.9,1.76,2.68,3.03,2.67,2.43,2.54,2.48,78.6,86.7,100,77.6,81.8,84.5,2,3.6,7.2,0.3,3.9,6.6,4.4,Tidak Bekerja,14,Menengah,1
2.28,1.8,2.37,2.65,2.93,3.39,2.91,3.88,86.2,86,88.4,88.8,84.7,72.7,1,6.7,9.95,3.2,4.9,2.3,6.5,Paruh Waktu,0,Menengah,1
3.54,2.33,2.68,2.57,3.24,3.08,3.05,2.34,91.8,94.3,91.5,72.1,73.7,100,0,8.9,4.9,4.9,5.3,6.2,2.1,Tidak Bekerja,0,Menengah,1
3.94,2.66,2.17,2.73,2.92,3.75,2.3,1.67,100,100,92.6,89.3,85.7,91.8,2,6.3,5.6,3.1,5.6,4.8,3.4,Paruh Waktu,0,Menengah,1
2.84,2.84,3.11,3.48,2.71,2.79,2.57,3.03,84.9,96.6,96.3,88.2,84.2,82.3,0,6,6,4.5,5.6,3.5,5.1,Tidak Bekerja,18,Rendah,1
1.49,2.34,2.46,2.71,3.4,2.4,3.46,2.32,73.9,66.2,91.1,85.9,90.5,86.3,0,5,5.6,9.3,4.1,9.1,6.7,Penuh Waktu,35,Menengah,0
2.2,2.77,2.31,2.7,2.92,2.07,2.52,2.41,75.3,81.2,78.8,93.7,77.8,89.5,1,5.8,2,4,4.8,5.5,4.5,Tidak Bekerja,10,Menengah,1
2.44,2.92,3.64,3.66,2.46,2.88,2.04,3.16,100,85.4,78.3,88.6,89.2,85.8,1,5.4,4.7,7,6.5,3,3,Penuh Waktu,35,Rendah,0
3.03,3.33,2.9,2.95,2.62,2.31,2.54,3.46,91.3,89.1,66.8,88.1,71.7,72.4,2,2.7,3.5,6.7,5.5,3.1,3.8,Penuh Waktu,36,Menengah,0
2.6,2.18,2.8,2.67,1.91,2.22,3.68,2.79,98.5,88.1,97.4,90.6,75.5,91.1,1,3.1,6.9,5.4,5,4.1,6.6,Paruh Waktu,0,Menengah,1
3.14,3.18,2.91,2.91,3.47,2.92,3.07,2.74,80.4,82.2,100,74.1,88.1,69.8,2,3.8,6.5,1.4,6.8,9.1,5.7,Paruh Waktu,0,Tinggi,1
2.61,2.9,2.72,1.98,2.57,2.96,2.56,2.56,92.8,86.6,88.5,68.8,89.5,73.9,0,5,2.9,6.9,8.7,4.7,4.7,Tidak Bekerja,15,Menengah,1
2.69,2.64,2.27,2.73,3.88,2.5,2.53,3.03,79.4,91.7,77.8,100,88.4,78.8,1,3.8,4,7.7,2.5,3.7,3.9,Paruh Waktu,0,Menengah,1
2.7,2.44,3.09,3.21,2.71,2.87,1.67,2.54,95,80.8,77.6,100,100,89.7,1,7.3,0.5,3.4,4.1,4.5,4,Tidak Bekerja,14,Menengah,1
2.55,2.73,2.97,2.48,3.12,3.08,2.51,2.27,85.7,86,78.9,82.4,70.8,91.8,1,6.4,5.1,6.5,5.3,8.2,2.4,Penuh Waktu,45,Rendah,0
2.74,2.55,2.67,3.09,3.67,1.91,2.12,2.68,85.5,82.8,79.5,72.7,78.9,93.2,2,5.2,6.4,2.6,7.9,3.9,6,Paruh Waktu,0,Rendah,1
2.23,2.85,2.97,3.01,2.52,3.79,2.1,3.48,97.2,100,69.1,76.3,99.9,66.2,1,1.8,4,5.4,8.2,4.6,3.8,Penuh Waktu,45,Rendah,0
2.31,2.39,2.74,2.43,2.34,2.72,2.58,2.42,75.5,99.3,73,83.3,96.2,93.1,0,5.5,3.8,5,2.8,4.4,4.4,Paruh Waktu,0,Rendah,1
3.51,1.93,3.46,2.29,3.18,3.28,2.97,2.14,87.7,100,85.1,84,83,90.2,0,4.8,5.6,4.4,2.9,9.6,4.8,Tidak Bekerja,14,Rendah,1
3.05,2.6,2.45,2.61,2.33,2.29,3.64,3.15,100,96.2,79,69.6,80.4,85.9,2,7.3,4.9,10.35,4.1,6.2,3.8,Paruh Waktu,0,Tinggi,1
2.96,2.67,2.39,4,2.89,2.04,2.34,2.96,77.7,78.9,94.9,94,79.3,96.7,1,3.6,8.4,6.1,5.6,4.2,3.8,Penuh Waktu,31,Rendah,0
3.73,2.58,1.66,2.27,2.42,2.09,2.23,2.85,91.6,64.4,79.7,85.4,74.3,87.4,0,4.8,4.1,3.3,5.5,3.5,1.5,Paruh Waktu,0,Menengah,1
2.76,2.44,2.56,2.63,3.15,2.68,3.16,3.04,90.7,98.9,73.8,80.3,100,82.4,1,0,4.6,5.3,0,7.7,3.6,Penuh Waktu,41,Tinggi,0
2.36,2.59,2.74,3.38,3.12,3.86,2.25,3.33,93.8,83.8,75.4,78.8,78.4,100,0,6.7,6.7,5.2,4.5,5.7,5.2,Penuh Waktu,42,Rendah,0
2.99,2.86,2.36,2.03,2.12,3.35,2.44,2.58,99.5,73.8,77.7,84.5,100,100,0,6.5,6.6,3.8,8.9,5.5,6.7,Penuh Waktu,34,Rendah,0
2.51,3.31,2.49,2.17,2.8,2,3.28,3.05,79,80.1,87.5,74,77.1,82.7,1,2.4,4.1,2.9,7.9,4.2,3.1,Paruh Waktu,0,Menengah,1
2.76,3.19,2.59,3.17,2.74,2.81,3.03,2.43,76.9,97,90.8,84.3,93,90.4,0,6.9,2.7,4.9,7.3,8.4,3.9,Tidak Bekerja,10,Menengah,1
1.96,2.67,2.23,2.83,2.6,2.59,3.53,2.79,100,89.5,93.2,76.3,84.7,85.2,2,7.4,4.3,2.1,5.8,5.1,3.9,Paruh Waktu,0,Rendah,1
3.17,3.8,2.82,3.43,2.12,2.39,2.79,2.32,85.4,95,76.2,95.5,65.8,79.3,0,4.6,3.1,3.9,7.8,7.5,6.4,Paruh Waktu,0,Menengah,1
2.34,2.39,3.07,2.34,2.61,2.95,2.62,2.47,72.9,99.5,100,88.3,82.7,83.2,0,6.7,7.1,3.9,7.1,6.2,7.1,Paruh Waktu,0,Rendah,1
2.5,1.73,3.28,3.43,2.63,1.7,2.72,3.79,87,92.7,93.3,94.7,100,95.8,0,4.8,2.8,5.9,4.6,6.4,3.3,Tidak Bekerja,16,Rendah,1
2.77,3.03,3.42,2.44,2.59,2.76,3.2,3.21,82.7,69.9,87.5,75.8,70.1,72.4,4,5.7,7.7,5.1,5.4,7.4,1.9,Paruh Waktu,0,Tinggi,1
3.01,3.17,2.79,3,2.84,2.36,2.23,3.1,100,68.7,70.7,70.6,92.8,93.6,1,3,9.4,4.2,7.9,5,3.1,Paruh Waktu,0,Rendah,1
2.15,2.66,3.72,3.1,2.47,2.43,2.55,3.79,74.1,85,89.7,97.2,81.7,75.4,1,5.6,7.6,4.5,3.3,5,1.8,Penuh Waktu,35,Menengah,0
2.72,2.87,2.48,3.87,3.68,2.6,2.45,3.21,72.9,93.5,86.3,70.7,83.5,78.4,1,5.3,5.1,2.3,4.3,6.1,6.5,Penuh Waktu,45,Menengah,0
2.18,3.12,3.46,2.75,3.45,2.72,2.18,2.65,99.9,79,83.6,96.9,96.2,88.1,2,6.1,7.1,5.6,7.6,6.3,5.1,Paruh Waktu,0,Menengah,1
3.07,2.61,2.89,1.98,2.24,3.22,2.75,2.99,79,77.7,80.8,87.4,91.9,82.5,2,1.7,5.8,5.5,6,6.7,6.6,Tidak Bekerja,16,Menengah,1
2.53,2.3,2.96,2.41,3,2.33,2.55,3.7,80.9,77,96.7,74.5,78.1,90.8,2,6.9,7.4,3.5,6.2,4.1,3.8,Paruh Waktu,0,Menengah,1
4.05,2.13,2.28,2.81,2.06,3.31,3.28,2.96,93.1,85.6,89.7,72,98.9,80.1,0,4.7,9.95,4.6,6.5,6,2.3,Tidak Bekerja,16,Menengah,1
2.97,3,2.55,2.25,2.43,1.81,2.16,2.2,93.5,93.4,100,87.4,80.2,85.1,1,4.7,3.7,5.6,5.4,4.8,4.4,Tidak Bekerja,0,Menengah,1
3.26,3.21,2.62,2.12,2.61,2.79,2.19,2.6,97.1,86.5,79.6,85.3,85.8,81.3,0,6.5,1.3,5.9,3.9,7.1,2.5,Paruh Waktu,0,Menengah,1
2.57,3.52,2.97,3.08,3.14,2.63,2.89,2.83,91.4,80.5,77.9,96.8,92.9,76.6,0,8.8,3.9,5.2,7.3,7.3,3.6,Paruh Waktu,0,Menengah,1
2.67,2.49,2.53,2.56,2.08,2.14,2.58,3.53,92.1,93,97,87.8,80.4,80.9,1,3.3,6.6,3.1,9.2,3.2,7.4,Penuh Waktu,45,Menengah,0
2.81,2.79,2.32,3.3,3.17,2.81,3.7,2.48,74.6,84.1,76.5,87.4,85.7,96.5,2,4.1,5.7,5.4,6.7,2.7,3.2,Penuh Waktu,35,Rendah,0
3.1,3.15,1.86,3.09,2.35,3.08,3.07,3.04,83.9,98.2,90.1,88.2,75.7,89,0,9,2.2,6.5,6.7,8.5,6.5,Penuh Waktu,31,Rendah,0
2.51,2.83,2.91,3.21,2.36,3.45,4,2.54,67.3,67.6,80,78.1,85.1,90.1,0,2.4,4.7,4,9.1,2.2,3.5,Paruh Waktu,0,Menengah,1
3.26,3.23,3.36,2.14,3.19,2.28,3.14,2.38,88.5,100,94.3,75.8,73.6,92.8,0,7.6,5.9,4,5.1,5.9,4.8,Tidak Bekerja,17,Rendah,1
2.55,2.72,3.41,2.24,3.63,2.13,3.23,2.51,75.9,98.2,85.8,85.4,82.2,79.2,1,4.6,0,1.3,5.8,7.4,7.7,Tidak Bekerja,16,Menengah,1
2.73,3.51,2.46,3.11,3.7,2.33,3,2.4,89.3,100,75.7,86.6,76.7,83.7,0,6.2,4.4,8.1,6,2.4,5.6,Tidak Bekerja,10,Menengah,1
2.08,3.63,2.75,3.16,2.27,3.11,3.15,3.22,100,79.4,83.1,76.5,84,91.6,0,6.2,8.3,6,5,2.8,6.7,Penuh Waktu,44,Menengah,0
2.58,3.16,2.97,3.14,2.37,3.29,2.51,2.05,83.2,86.1,72.5,93.7,76.9,76.5,1,5,6.7,2.6,6.9,0.7,5.7,Paruh Waktu,0,Rendah,1
2.72,2.22,3.13,2.95,3.02,3.32,2.75,3.29,99.9,87.8,73.9,73,89.4,73.9,1,2.3,6.8,4.1,9.8,3.7,4,Tidak Bekerja,13,Menengah,1
2.23,3.06,2.27,2.9,3.13,2.8,2.13,2.15,100,77.3,92.7,86.2,75,79.7,0,8.4,9.95,4.4,4.2,1.7,1.7,Paruh Waktu,0,Rendah,1
2.85,2.75,2.5,2.85,3.27,2.95,2.69,3.21,75.4,82.8,83,72.6,80.8,64.3,2,8.8,3.1,8.2,5.1,6.1,4,Penuh Waktu,34,Menengah,0
2.71,2.81,2.2,2.25,3.28,2.13,2.69,2.91,99.1,80.2,92.6,83.8,63.2,85.5,0,4.9,5.9,3.7,3.9,7.4,4.3,Tidak Bekerja,14,Menengah,1
2.86,2.1,2.64,2.86,3.1,2.83,2.92,2.73,74.9,77,71.8,100,70.3,94.5,1,2.1,6.5,6.9,7.3,2.9,5.3,Paruh Waktu,0,Rendah,1
2.77,3.16,2.75,2.91,2.3,2.23,2.75,2.62,85.5,72.5,100,67.1,87.3,82.1,1,3.7,4.6,6.3,6.7,4.6,5.7,Paruh Waktu,0,Rendah,1
2.79,2.67,3.38,2.83,2.99,2.61,3.07,3.03,71.9,88.1,96.8,94.8,85.3,88.2,3,6.8,2.7,5.9,1.1,6.7,4.2,Paruh Waktu,0,Menengah,1
3.13,2.75,2.77,1.92,3.4,2.01,2.54,2.5,85.1,72.4,71.9,84.8,77,98.5,2,3.9,2.9,4.9,5.9,10.2,1.2,Paruh Waktu,0,Tinggi,1
3.85,3.07,2.81,3,2.55,3.4,2.55,1.77,81.1,75.3,82.2,82.4,97,92,2,5.5,5,2.9,5.1,5.2,6.6,Paruh Waktu,0,Menengah,1
3.45,3.19,3.07,3.39,2.99,2.58,3.21,3.19,84.9,73,67.1,93.4,89.8,91.2,2,6.8,3.2,1.2,6,7.4,5.7,Tidak Bekerja,18,Rendah,1
2.75,2.83,2.7,2.97,2.35,2.79,2.51,2.62,87.7,95.6,87.9,91.2,85.1,89.9,0,7.1,8.8,7.4,4.9,7.3,6.1,Tidak Bekerja,16,Menengah,1
1.85,2.89,2.97,2.07,3.03,2.42,2.37,2.26,91.6,68.3,69.1,79.1,79.4,91.3,0,4.8,4.8,1.8,4.5,0.2,5.5,Paruh Waktu,0,Menengah,1
2.89,3.44,2.8,2.85,2.17,2.17,2.78,2.79,87.9,97.7,73.8,100,70.1,88.7,1,2.5,6.4,2,0,5.3,4.8,Tidak Bekerja,11,Rendah,1
1.6,2.83,1.53,3.29,3.01,2.61,3.03,2.76,85.7,92.9,58.0125,80.5,84.8,83,2,7.9,2.8,3.8,1.2,8,5.1,Paruh Waktu,0,Rendah,1
2.16,2.89,2.4,2.38,3.12,2.69,2.06,2.8,77.8,85.2,75,100,97.1,64.9,2,4.6,4.8,4.5,3.7,6.5,6.9,Tidak Bekerja,13,Menengah,1
2.76,1.99,2.7,2.92,2.72,2.51,3.45,2.85,78,94.8,98.9,96.4,80.8,81.3,2,2.9,5.5,7.2,6.1,8.5,1.1,Penuh Waktu,31,Rendah,0
2.25,2.75,3.74,2.26,1.97,2.12,2.94,3.62,100,93.4,93.8,89.6,92.3,88,2,3.4,8.4,7.7,3.4,6.3,7.9,Paruh Waktu,0,Tinggi,1
3.17,2.57,2.76,2.43,3.58,2.69,2.29,2.39,86.3,92.5,71.6,100,88.1,89.7,2,4.8,5,4.7,7,5,6.5,Tidak Bekerja,15,Tinggi,1
1.9,2.68,2.73,2.18,2.59,2.95,2.26,3.26,96.3,97.5,75.9,77.2,83.3,82.3,0,4.3,6.5,6.2,3.3,2.7,2.5,Tidak Bekerja,11,Rendah,1
2.65,2.5,2.8,2.75,3.58,2.5,2.26,3.07,85.7,78.1,92.8,82.2,100,75.5,2,3.8,5.3,7.7,3.6,5.8,2.7,Paruh Waktu,0,Menengah,1
3.19,2.45,2.46,2.31,3.03,2.25,3.29,3.41,76.2,83.1,85.2,93.8,100,68.1,2,4.4,4.5,2.2,4,5.9,4.4,Tidak Bekerja,16,Rendah,1
2.6,3.41,2.45,3.63,1.97,3.41,2.3,3.47,80.3,96,97.7,79.2,95.2,84.7,0,2.1,6,3,3.7,3.2,5.8,Paruh Waktu,0,Rendah,1
2.7,2.63,2.56,2.61,2.88,2.61,2.66,3.75,95.4,80,86.1,85.3,85.8,84.8,1,5.2,4.5,3.8,4.2,1.5,6.4,Tidak Bekerja,15,Tinggi,1
2.35,2.72,1.78,3.05,2.7,2.23,2.85,2.03,84.5,67,68.5,80.5,77.8,88.8,2,5,9.2,4.5,0,0.9,2.6,Paruh Waktu,0,Menengah,1
1.85,2.14,1.6,3.65,2.92,3.08,2.9,3.04,85.8,85.2,86.1,78.9,84.5,87.7,1,5.2,2,2.3,7.2,4.4,6.2,Paruh Waktu,0,Menengah,1
2.42,3.4,2.84,3.67,2.95,1.54,3.28,2,87.3,77.3,100,99.4,77.6,83.7,0,5.5,6.7,5.1,3,3.6,5,Tidak Bekerja,12,Menengah,1
2.16,2.98,2.77,3.59,2.92,1.98,3.26,2.53,80.1,85.3,79.3,100,93.1,73.6,3,3.5,2.4,6.9,4.9,3,8.1,Tidak Bekerja,11,Rendah,1
2.98,2.77,2.3,2.51,1.54,2.87,2.76,2.84,90,88.9,83.9,85.5,71,79.2,2,5.1,3.5,6.7,3.7,5.4,5.2,Paruh Waktu,0,Tinggi,1
3.77,3.05,3.49,3.19,2.64,2.42,1.94,2.53,82.6,82.9,83.9,62.1,92.8,94,0,5.7,2.7,5.7,5,5.9,8.1,Tidak Bekerja,42,Menengah,0
3,2.98,2.76,2.21,3.1,2,2.17,2.77,93,91.3,84,89.4,74.3,79.4,0,3.9,3.1,4.3,4.6,4.1,4.5,Tidak Bekerja,11,Tinggi,1
3.26,1.83,2.66,2.8,3.02,2.81,2.95,2.63,76.9,92.8,84.75,91.5,93.3,75.3,0,4,7.2,5.7,5.1,4.5,7.5,Tidak Bekerja,13,Menengah,1
2.5,2.94,3.64,2.49,2.89,2.24,2.96,3.4,97.5,85.4,79.8,87.4,85.5,89.6,1,3.7,4.2,4.6,6.3,6.6,4.1,Tidak Bekerja,14,Menengah,1
2.6,2.65,3.23,2.68,3.34,2.7,2.16,2.11,83.3,94.2,78.3,92.3,86,91.1,0,4.4,5.4,6.9,5,4,1.4,Paruh Waktu,0,Menengah,1
3.4,2.14,3.61,2.69,2.26,3.13,2.53,2.76,81,76.8,92.2,82.1,70.6,90.5,0,2.6,2.7,7.4,2.6,0.4,6.2,Paruh Waktu,0,Rendah,1
2.85,2.61,2.92,2.46,2.41,2.66,2.75,3.39,88.8,82.5,93.3,95,82,83.5,1,4.1,6.6,5.1,2.2,5.8,8,Paruh Waktu,0,Menengah,1
2.4,3.7,3.53,2.98,1.89,2.45,2.2,3.66,69.7,100,83.9,73,94.9,91.3,0,2.5,4.9,7.8,4.2,8.4,3.5,Tidak Bekerja,14,Menengah,1
2.04,2.68,3.24,1.75,2.84,2.42,2.81,2.56,90.9,97.3,100,83.9,92.4,88.4,2,5.8,8,3.6,4.3,4.6,3,Paruh Waktu,0,Menengah,1
2.63,3.19,3.36,4,3.04,2.83,2.47,2.23,94.1,84.7,89.2,85.2,85.4,85,1,5.8,6.9,2.5,6.2,2.4,6.4,Paruh Waktu,0,Tinggi,1
2.73,2.75,3.3,3.25,3.19,2.08,3.04,1.55,63.7,96.2,70.5,83.2,99,90.8,1,5.7,4.9,5.3,3.7,4,5.2,Paruh Waktu,0,Tinggi,1
3.22,2.65,3.23,2.57,2.91,1.79,2.88,2.61,87.2,100,84.8,80.4,80.5,70.8,2,5.8,6.1,5.1,6.8,6.9,5.1,Tidak Bekerja,17,Rendah,1
2.46,2.43,3.25,2.52,3.41,2.4,3.47,2.6,88.3,94.8,90.1,95.7,70.4,80.9,2,4.9,3.5,6.9,4,3.5,6.9,Paruh Waktu,0,Rendah,1
3.21,2.42,2.04,3.04,1.96,2.83,2.53,3.36,81.1,96.1,79.9,95,100,74.3,1,5.6,9.95,5.1,5.1,6.6,5.1,Paruh Waktu,0,Rendah,1
1.75,2.54,3.35,2.57,2.4,3.19,2.32,2.14,87.7,83.2,72.6,91.4,89.6,81.4,2,4.4,5.9,7.4,4.4,6.3,6.1,Tidak Bekerja,13,Rendah,1
2.21,2.29,2.76,2.53,2.88,3.16,2.89,2.74,93.3,84,77.5,96.6,60.8,85.6,1,4.3,3.2,5.6,5.9,3.3,2.2,Tidak Bekerja,18,Menengah,1
2.34,2.26,2.92,2.51,3.59,3.48,3.07,2.16,78.3,97.6,79.4,96.2,89.7,85.5,1,3.6,4.8,5.4,7.1,3.2,4.5,Penuh Waktu,45,Tinggi,0
2.05,3.01,3.05,2.56,2.87,2.29,2.12,2.55,91.9,84.2,80.6,88.4,75.8,72.7,2,4.3,3.3,2.6,6.8,9.4,1.9,Tidak Bekerja,15,Rendah,1
2.28,2.06,2.09,3.05,2.82,3.14,3.08,2.54,84.3,79.9,82.9,75.3,88.9,95.8,1,3.4,7.6,5.2,5.5,1.6,1.4,Penuh Waktu,45,Rendah,0
2.14,3.12,2.32,3.43,2.54,2.92,2.47,1.67,68.3,66,87.5,84.7,90.9,78.2,0,0.7,7.6,7,5.7,7.2,4.8,Paruh Waktu,0,Menengah,1
3.36,1.78,1.57,2.55,3.22,1.99,1.73,2.78,91.3,78.2,79,91.3,76.3,77.1,0,5.6,5.8,4.6,8,6.5,4.3,Tidak Bekerja,17,Rendah,1
2.58,2.48,2.73,3.24,2.59,2.26,2.65,2.62,84.1,78.7,88.6,97.9,72.3,89.5,2,6.9,4.1,7.5,4.9,2.7,2.5,Tidak Bekerja,14,Tinggi,1
3.07,3.08,2.94,2.32,3.21,2.7,2.87,2.8,100,73.1,81.6,90.3,85.2,80.2,0,1.2,4.4,5.7,6.1,4.7,5.4,Tidak Bekerja,12,Menengah,1
2.51,2.93,3.08,3.03,1.93,2.74,1.9,3.62,81.5,71.3,79.6,87.1,92.3,98,1,5.1,4.3,6.4,6.3,5.2,6.6,Paruh Waktu,0,Rendah,1
2.5,3.45,2.42,2.9,2.78,2.45,2.99,2.76,100,92.4,72.9,70.9,96.4,75,0,6.2,5.3,7.6,6,4.9,9.1,Tidak Bekerja,12,Rendah,1
3.25,2.69,2.15,2.73,2.77,3.32,3.31,2.81,100,84,83.6,59.3,80.5,93.5,0,8.1,3.3,5.9,7.1,5,0.4,Penuh Waktu,31,Tinggi,0
2.76,3.12,3.07,2.02,2.31,2.42,2.65,2.4,82.6,91.5,79.4,88,86.8,58.55,1,3.4,7,3.2,2.9,7.1,5.3,Penuh Waktu,38,Menengah,0
